City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Magistralnyy,RU,2021-01-15 23:50:20,56.1725,107.4458,-11.25,85,100,5.91
280,Victoria,HK,2021-01-15 23:48:46,22.2855,114.1577,63.0,54,13,10.98
281,Tecoanapa,MX,2021-01-15 23:50:20,16.5167,-98.75,80.08,72,83,4.56
282,Mirabad,AF,2021-01-15 23:50:20,30.4362,61.8383,44.13,44,48,3.83
283,Cururupu,BR,2021-01-15 23:49:55,-1.8283,-44.8683,75.58,90,44,3.51
284,Clyde River,CA,2021-01-15 23:50:21,70.4692,-68.5914,-0.4,92,90,2.3
285,Guamuchil,MX,2021-01-15 23:50:21,25.4667,-108.1,78.01,56,0,4.0
286,Sergeyevka,KZ,2021-01-15 23:50:21,53.88,67.4158,13.28,92,98,9.04
287,Teya,RU,2021-01-15 23:50:21,60.3778,92.6267,-9.96,87,100,4.16
288,Misratah,LY,2021-01-15 23:46:33,32.3754,15.0925,57.74,65,50,17.49
289,Leh,IN,2021-01-15 23:50:21,34.1667,77.5833,12.42,58,0,2.39
290,Kem,RU,2021-01-15 23:50:21,64.9555,34.5793,1.2,94,45,4.74
291,Biak,ID,2021-01-15 23:50:21,-0.9131,122.8766,80.08,77,100,2.1
292,Mackenzie,CA,2021-01-15 23:50:22,55.2999,-123.1698,35.6,75,1,16.11
293,Pathein,MM,2021-01-15 23:50:22,16.7833,94.7333,63.68,87,0,1.57
294,Bonavista,CA,2021-01-15 23:46:14,48.6499,-53.1147,30.99,86,100,8.05
295,Marawi,PH,2021-01-15 23:50:22,7.9986,124.2928,77.0,89,48,4.0
296,Aripuana,BR,2021-01-15 23:50:22,-9.1667,-60.6333,73.94,97,96,1.32
297,Broome,US,2021-01-15 23:50:22,42.2506,-75.833,39.0,87,90,19.57
298,Kodinsk,RU,2021-01-15 23:50:22,58.6881,99.1844,-20.24,86,100,2.35
299,Elko,US,2021-01-15 23:50:22,41.0002,-115.5012,46.4,46,1,3.44
300,Beloha,MG,2021-01-15 23:46:18,-25.1667,45.05,73.96,97,18,3.04
301,Sinnamary,GF,2021-01-15 23:50:22,5.3833,-52.95,77.41,88,61,13.44
302,Wilmington,US,2021-01-15 23:47:31,34.2257,-77.9447,59.0,63,90,5.75
303,Bagdarin,RU,2021-01-15 23:50:23,54.4333,113.6,-18.06,76,99,4.09
304,Meulaboh,ID,2021-01-15 23:50:13,4.1363,96.1285,76.39,85,77,5.61
305,Tiznit,MA,2021-01-15 23:50:23,29.5833,-9.5,50.02,61,0,0.72
306,Hailar,CN,2021-01-15 23:50:23,49.2,119.7,-7.73,89,100,11.99
307,San Andres,CO,2021-01-15 23:50:23,12.5847,-81.7006,82.4,69,75,9.22
308,Alofi,NU,2021-01-15 23:50:23,-19.0595,-169.9187,87.8,70,75,10.36
309,Parangan,PH,2021-01-15 23:50:23,5.0839,119.9383,81.32,81,54,9.15
310,Rio Grande,BR,2021-01-15 23:48:56,-32.035,-52.0986,77.0,88,75,11.5
311,Buala,SB,2021-01-15 23:48:05,-8.145,159.5921,84.65,70,100,7.96
312,Phuthaditjhaba,ZA,2021-01-15 23:50:24,-28.5242,28.8158,61.93,84,99,5.73
313,Mount Gambier,AU,2021-01-15 23:49:44,-37.8333,140.7667,57.2,67,90,14.97
314,Kenai,US,2021-01-15 23:50:24,60.5544,-151.2583,35.01,69,1,5.75
315,Caravelas,BR,2021-01-15 23:46:06,-17.7125,-39.2481,75.33,89,86,5.39
316,Burgos,ES,2021-01-15 23:50:24,42.3394,-3.7079,30.99,93,20,4.52
317,Tambo,PE,2021-01-15 23:50:24,-14.8,-73.9167,39.06,100,100,9.1
318,Nanortalik,GL,2021-01-15 23:46:50,60.1432,-45.2371,27.61,94,99,10.71
319,Pangnirtung,CA,2021-01-15 23:50:24,66.1451,-65.7125,10.4,67,90,14.97
320,Harij,IN,2021-01-15 23:50:24,23.7,71.9,59.34,34,0,5.68
321,Nova Olimpia,BR,2021-01-15 23:50:24,-14.7972,-57.2881,78.4,82,96,3.49
322,Torbay,CA,2021-01-15 23:50:24,47.6666,-52.7314,30.0,100,90,25.32
323,Majene,ID,2021-01-15 23:50:25,-3.5403,118.9707,76.8,87,100,7.87
324,Daru,PG,2021-01-15 23:50:25,-9.0763,143.2092,83.07,78,96,9.91
325,Severomuysk,RU,2021-01-15 23:50:25,56.1481,113.4267,-26.46,88,100,3.2
326,Bilma,NE,2021-01-15 23:50:25,18.6853,12.9164,64.49,27,0,5.5
327,Male,MV,2021-01-15 23:50:25,4.1748,73.5089,82.4,74,75,11.5
328,Sao Francisco Do Sul,BR,2021-01-15 23:50:25,-26.2433,-48.6381,78.8,83,75,4.61
329,San Patricio,US,2021-01-15 23:46:18,28.017,-97.5169,64.4,17,20,13.8
330,Porto Velho,BR,2021-01-15 23:50:26,-8.7619,-63.9039,78.8,89,40,1.14
331,Lata,PT,2021-01-15 23:47:09,40.1629,-8.3327,42.8,100,20,3.44
332,Killarney,IE,2021-01-15 23:50:26,52.05,-9.5167,51.53,93,100,5.21
333,Bara,NG,2021-01-15 23:50:26,10.3744,10.7288,67.96,24,7,7.74
334,Wadi Maliz,TN,2021-01-15 23:50:26,36.4681,8.5495,55.4,54,40,19.57
335,Ushtobe,KZ,2021-01-15 23:50:26,45.2514,77.9838,11.43,75,0,10.69
336,Ulladulla,AU,2021-01-15 23:50:26,-35.35,150.4667,68.0,28,0,11.5
337,Oriximina,BR,2021-01-15 23:50:26,-1.7656,-55.8661,81.1,67,92,0.81
338,Berlevag,NO,2021-01-15 23:50:26,70.8578,29.0864,36.34,92,100,22.64
339,Labuhan,ID,2021-01-15 23:47:17,-6.8844,112.2051,78.76,83,100,4.18
340,Amahai,ID,2021-01-15 23:50:26,-3.3333,128.9167,84.92,67,92,1.63
341,Vestmannaeyjar,IS,2021-01-15 23:47:57,63.4427,-20.2734,41.81,84,100,15.77
342,Minab,IR,2021-01-15 23:50:26,27.1467,57.0801,50.0,81,0,6.91
343,Purpe,RU,2021-01-15 23:50:26,64.4803,76.6897,2.35,94,100,12.88
344,Dubbo,AU,2021-01-15 23:50:27,-32.25,148.6167,66.2,37,0,14.97
345,Srednekolymsk,RU,2021-01-15 23:50:27,67.45,153.6833,-32.69,81,57,3.24
346,Tupik,RU,2021-01-15 23:50:27,54.4253,119.9327,-23.17,84,100,1.99
347,Glendive,US,2021-01-15 23:48:52,47.1053,-104.7125,30.2,55,1,8.05
348,Rio Gallegos,AR,2021-01-15 23:50:27,-51.6226,-69.2181,55.4,76,75,13.8
349,Volkhovskiy,RU,2021-01-15 23:50:27,58.58,31.3164,-4.61,91,91,4.43
350,Suslovo,RU,2021-01-15 23:50:27,56.2167,88.1167,-0.9,91,100,7.18
351,Cockburn Town,TC,2021-01-15 23:50:27,21.4612,-71.1419,78.21,79,65,10.27
352,Portland,US,2021-01-15 23:45:28,45.5234,-122.6762,50.0,87,90,2.39
353,Raipur,IN,2021-01-15 23:50:28,21.2333,81.6333,53.69,41,0,2.93
354,Lethem,GY,2021-01-15 23:50:28,3.3803,-59.7968,78.78,73,74,11.21
355,Rafaela,AR,2021-01-15 23:50:13,-31.2503,-61.4867,69.01,77,59,1.99
356,Koidu,SL,2021-01-15 23:50:28,8.4167,-10.8333,68.14,54,37,0.6
357,Sherbakul,RU,2021-01-15 23:50:28,54.6316,72.3963,1.4,71,0,11.18
358,La Possession,RE,2021-01-15 23:50:28,-20.9289,55.3351,78.8,78,75,4.61
359,Antalaha,MG,2021-01-15 23:50:28,-14.9003,50.2788,76.55,88,44,4.76
360,Asau,RO,2021-01-15 23:50:28,46.4333,26.4,19.4,86,75,1.14
361,Ambilobe,MG,2021-01-15 23:50:28,-13.2,49.05,74.53,93,13,1.48
362,Farah,AF,2021-01-15 23:50:28,32.5,62.5,40.57,50,69,1.48
363,Miyako,JP,2021-01-15 23:50:29,39.6367,141.9525,44.37,77,32,11.21
364,Sinjar,IQ,2021-01-15 23:50:29,36.3209,41.8754,45.97,72,35,6.15
365,Vihti,FI,2021-01-15 23:50:29,60.417,24.3197,10.0,90,100,5.01
366,Contamana,PE,2021-01-15 23:50:29,-7.3333,-75.0167,75.43,94,99,1.74
367,Tuatapere,NZ,2021-01-15 23:50:29,-46.1333,167.6833,73.0,63,65,8.99
368,Coihaique,CL,2021-01-15 23:50:21,-45.5752,-72.0662,55.4,88,90,6.91
369,Catuday,PH,2021-01-15 23:50:29,16.2923,119.8062,77.38,82,12,7.85
370,Ayan,RU,2021-01-15 23:50:29,56.45,138.1667,-14.76,78,1,3.4
371,Hof,DE,2021-01-15 23:50:29,50.3167,11.9167,24.01,92,92,4.36
372,Konstantinovka,RU,2021-01-15 23:50:29,49.6167,127.9833,-22.23,86,0,2.71
373,Luganville,VU,2021-01-15 23:50:30,-15.5333,167.1667,86.58,71,90,6.93
374,Cassino,IT,2021-01-15 23:50:30,41.4876,13.8315,42.01,66,86,1.99
375,Tarko-Sale,RU,2021-01-15 23:50:30,64.9225,77.785,0.81,93,100,13.33
376,Odienne,CI,2021-01-15 23:48:21,9.51,-7.5692,68.61,22,0,2.82
377,Luancheng,CN,2021-01-15 23:50:30,37.8792,114.6517,19.4,79,0,6.71
378,Lavrentiya,RU,2021-01-15 23:50:30,65.5833,-171.0,0.99,90,100,7.76
379,Kugulta,RU,2021-01-15 23:50:30,45.3636,42.3889,24.8,93,90,4.47
380,Salekhard,RU,2021-01-15 23:50:30,66.53,66.6019,-7.44,90,100,3.47
381,Yumen,CN,2021-01-15 23:50:30,40.2833,97.2,7.09,76,45,6.35
382,Poum,NC,2021-01-15 23:49:12,-20.2333,164.0167,82.47,77,100,6.46
383,Vilcun,CL,2021-01-15 23:47:58,-38.65,-72.2333,62.6,59,20,10.36
384,Buritis,BR,2021-01-15 23:50:30,-15.6178,-46.4233,71.33,87,99,2.44
385,Merritt Island,US,2021-01-15 23:49:12,28.5392,-80.672,69.8,72,40,8.05
386,Isla Mujeres,MX,2021-01-15 23:50:31,21.2311,-86.731,75.2,78,75,9.22
387,Noyabrsk,RU,2021-01-15 23:50:31,63.1994,75.4507,2.64,94,100,12.03
388,Lagoa,PT,2021-01-15 23:50:31,39.05,-27.9833,60.58,88,5,16.91
389,Belmonte,BR,2021-01-15 23:50:31,-15.8631,-38.8828,75.2,88,75,2.3
390,Charneca De Caparica,PT,2021-01-15 23:48:01,38.6206,-9.1915,52.0,93,0,5.75
391,The Valley,AI,2021-01-15 23:47:16,18.217,-63.0578,78.8,78,20,5.75
392,Stornoway,GB,2021-01-15 23:50:31,58.2093,-6.3865,44.6,81,75,31.07
393,Paamiut,GL,2021-01-15 23:50:31,61.994,-49.6678,24.84,96,79,17.65
394,Auki,SB,2021-01-15 23:50:32,-8.7676,160.7034,83.14,76,87,4.65
395,Ojinaga,MX,2021-01-15 23:50:32,29.5667,-104.4167,64.4,19,1,4.61
396,Hualmay,PE,2021-01-15 23:50:32,-11.0964,-77.6139,70.5,84,99,4.0
397,Galesong,ID,2021-01-15 23:50:32,-5.3166,119.3661,75.2,100,40,5.75
398,Fortuna,US,2021-01-15 23:50:32,40.5982,-124.1573,59.0,100,20,6.91
399,Saryozek,KZ,2021-01-15 23:50:32,44.3583,77.9753,27.7,71,0,19.48
400,Praia,CV,2021-01-15 23:50:32,14.9215,-23.5087,71.6,73,100,13.8
401,Komsomolskiy,UZ,2021-01-15 23:50:25,40.4272,71.7189,32.0,69,0,2.3
402,Le Port,RE,2021-01-15 23:50:32,-20.9373,55.2919,78.8,78,75,4.61
403,Georgiyevka,KZ,2021-01-15 23:50:33,43.0369,74.7114,17.6,79,0,4.47
404,Madinat Sittah Uktubar,EG,2021-01-15 23:50:33,29.8167,31.05,60.8,48,40,8.05
405,Narsaq,GL,2021-01-15 23:50:33,60.9167,-46.05,19.4,53,75,5.75
406,Urgut,UZ,2021-01-15 23:50:33,39.4022,67.2431,51.8,25,30,18.41
407,Port-Gentil,GA,2021-01-15 23:50:33,-0.7193,8.7815,78.8,94,40,3.44
408,San Lorenzo,PY,2021-01-15 23:50:33,-25.3333,-57.5333,87.8,66,40,3.44
409,Arraial Do Cabo,BR,2021-01-15 23:46:40,-22.9661,-42.0278,77.0,87,0,19.57
410,Qiyang,CN,2021-01-15 23:50:33,26.5911,111.8474,48.02,52,2,5.77
411,Samarai,PG,2021-01-15 23:50:18,-10.6167,150.6667,86.0,71,97,14.97
412,Shieli,KZ,2021-01-15 23:50:33,44.1667,66.75,32.52,86,49,9.73
413,Nemuro,JP,2021-01-15 23:50:33,43.3236,145.575,30.2,93,75,8.05
414,Husavik,IS,2021-01-15 23:50:33,66.0449,-17.3389,39.2,70,90,6.91
415,Cedar City,US,2021-01-15 23:48:08,37.6775,-113.0619,53.6,22,1,3.44
416,Ormara,PK,2021-01-15 23:50:34,25.2088,64.6357,67.33,41,0,2.93
417,Karema,TZ,2021-01-15 23:50:34,-6.8205,30.4389,71.11,82,99,1.57
418,Baj Baj,IN,2021-01-15 23:50:34,22.4747,88.1703,59.0,88,52,2.95
419,Banjar,ID,2021-01-15 23:47:17,-8.19,114.9675,77.0,94,40,4.61
420,Manta,EC,2021-01-15 23:50:34,-0.95,-80.7333,78.8,83,75,8.05
421,Moussoro,TD,2021-01-15 23:50:34,13.6408,16.4901,67.12,25,2,11.21
422,Patnagarh,IN,2021-01-15 23:50:34,20.7167,83.15,55.54,40,0,4.5
423,Coquimbo,CL,2021-01-15 23:50:34,-29.9533,-71.3436,62.6,77,40,5.75
424,Luanda,AO,2021-01-15 23:50:34,-8.8368,13.2343,77.0,83,0,3.44
425,Padang,ID,2021-01-15 23:46:12,-0.9492,100.3543,75.78,66,56,3.8
426,Morondava,MG,2021-01-15 23:50:34,-20.2833,44.2833,80.56,85,63,5.1
427,Ostrovnoy,RU,2021-01-15 23:50:08,68.0531,39.5131,14.63,95,80,3.89
428,Ilorin,NG,2021-01-15 23:50:35,8.5,4.55,77.0,38,0,5.75
429,Hami,CN,2021-01-15 23:47:31,42.8,93.45,10.8,77,0,3.58
430,Severnyy,RU,2021-01-15 23:50:35,50.677,36.5532,14.0,85,90,11.18
431,Emirdag,TR,2021-01-15 23:50:35,39.0197,31.15,28.42,94,84,3.8
432,Carnarvon,AU,2021-01-15 23:50:35,-24.8667,113.6333,80.6,100,6,10.36
433,Vila Franca Do Campo,PT,2021-01-15 23:50:35,37.7167,-25.4333,61.0,88,75,14.97
434,Kavaratti,IN,2021-01-15 23:50:35,10.5669,72.642,81.88,75,66,10.09
435,Sibolga,ID,2021-01-15 23:50:35,1.7427,98.7792,75.85,77,42,3.6
436,Camocim,BR,2021-01-15 23:47:12,-2.9022,-40.8411,78.94,82,7,11.83
437,Nelson,NZ,2021-01-15 23:50:36,-41.2833,173.2833,82.0,53,3,1.01
438,Chapais,CA,2021-01-15 23:50:36,49.7834,-74.8492,26.6,80,90,12.66
439,Ondjiva,AO,2021-01-15 23:50:36,-17.0667,15.7333,70.54,52,47,10.49
440,Los Llanos De Aridane,ES,2021-01-15 23:50:36,28.6585,-17.9182,64.4,52,90,11.5
441,Teluknaga,ID,2021-01-15 23:50:36,-6.0989,106.6381,80.01,88,20,3.44
442,Beterou,BJ,2021-01-15 23:50:36,9.1992,2.2586,71.11,21,0,3.4
443,Talcahuano,CL,2021-01-15 23:50:36,-36.7167,-73.1167,64.4,59,0,20.71
444,Tagusao,PH,2021-01-15 23:50:36,9.1924,117.8141,80.13,77,81,3.36
445,Miracema Do Tocantins,BR,2021-01-15 23:50:36,-9.5618,-48.3967,75.99,85,61,0.69
446,Corinto,GR,2021-01-15 23:50:37,37.9407,22.9573,43.0,74,100,5.39
447,Kerman,IR,2021-01-15 23:50:37,30.2832,57.0788,37.4,23,0,4.61
448,Sabya,SA,2021-01-15 23:50:37,17.1495,42.6254,77.0,83,40,4.61
449,Huarmey,PE,2021-01-15 23:50:37,-10.0681,-78.1522,71.35,81,84,4.83
450,Sayyan,YE,2021-01-15 23:50:37,15.1718,44.3244,42.3,60,0,2.53
451,Itarema,BR,2021-01-15 23:46:05,-2.9248,-39.9167,79.45,80,6,14.74
452,Saint George,US,2021-01-15 23:50:37,37.1041,-113.5841,60.8,18,1,3.44
453,Khorramabad,IR,2021-01-15 23:50:37,33.4878,48.3558,38.84,76,8,2.17
454,Funadhoo,MV,2021-01-15 23:50:37,6.15,73.2667,80.73,73,85,14.09
455,Turtas,RU,2021-01-15 23:50:37,58.9417,69.1325,10.8,96,100,5.55
456,Olinda,BR,2021-01-15 23:50:37,-8.0089,-34.8553,78.8,65,40,9.22
457,Neya,RU,2021-01-15 23:50:37,58.2972,43.8681,7.03,94,100,7.92
458,Faanui,PF,2021-01-15 23:50:37,-16.4833,-151.75,81.7,73,85,10.45
459,Iqaluit,CA,2021-01-15 23:46:10,63.7506,-68.5145,14.0,79,90,21.85
460,Iquique,CL,2021-01-15 23:50:38,-20.2208,-70.1431,71.6,56,75,9.22
461,Gerash,IR,2021-01-15 23:50:38,27.6652,54.1371,47.37,46,0,2.08
462,Mahuva,IN,2021-01-15 23:50:38,21.0914,71.7622,66.54,42,0,9.15
463,Ukiah,US,2021-01-15 23:47:14,39.1502,-123.2078,68.0,42,1,3.44
464,Alindao,CF,2021-01-15 23:50:38,5.0267,21.2088,69.66,34,77,1.21
465,College,US,2021-01-15 23:50:38,64.8569,-147.8028,17.6,62,75,5.75
466,Alyangula,AU,2021-01-15 23:50:11,-13.8483,136.4192,84.2,84,76,4.61
467,Olafsvik,IS,2021-01-15 23:50:38,64.8945,-23.7142,34.41,93,100,19.8
468,Bertoua,CM,2021-01-15 23:50:38,4.5833,13.6833,65.77,37,33,1.59
469,Aquiraz,BR,2021-01-15 23:50:38,-3.9014,-38.3911,82.4,74,40,10.36
470,Khani,GE,2021-01-15 23:50:38,41.9563,42.9566,41.0,100,90,6.91
471,Sao Jose Da Coroa Grande,BR,2021-01-15 23:50:39,-8.8978,-35.1478,77.05,79,74,8.46
472,Cayenne,GF,2021-01-15 23:50:39,4.9333,-52.3333,77.0,100,75,1.14
473,Piacabucu,BR,2021-01-15 23:50:39,-10.4056,-36.4344,77.68,79,94,10.27
474,Rovnoye,RU,2021-01-15 23:50:39,50.7765,46.0509,16.47,94,81,13.27
475,Rapid Valley,US,2021-01-15 23:47:19,44.0625,-103.1463,35.6,29,1,21.85
476,Beringovskiy,RU,2021-01-15 23:50:39,63.05,179.3167,-9.8,89,44,10.87
477,Morant Bay,JM,2021-01-15 23:50:39,17.8815,-76.4093,80.6,74,20,16.11
478,Vastseliina,EE,2021-01-15 23:50:40,57.7303,27.2932,1.4,78,100,6.71
479,Kilis,TR,2021-01-15 23:50:40,36.7161,37.115,42.8,93,75,5.75
480,Brenes,ES,2021-01-15 23:50:40,37.5494,-5.8714,44.01,93,0,1.14
481,Inongo,CD,2021-01-15 23:50:40,-1.95,18.2667,74.52,78,26,4.5
482,Sakakah,SA,2021-01-15 23:46:15,29.9697,40.2064,46.4,66,0,4.65
483,Uong Bi,VN,2021-01-15 23:45:57,21.0333,106.7833,62.6,82,20,2.3
484,Vardo,NO,2021-01-15 23:50:40,70.3705,31.1107,33.8,93,75,9.22
485,Sibiti,CG,2021-01-15 23:50:40,-3.6819,13.3499,67.42,97,79,0.78
486,Zhuhai,CN,2021-01-15 23:50:34,22.2769,113.5678,60.01,88,20,1.14
487,Tocopilla,CL,2021-01-15 23:50:40,-22.092,-70.1979,66.34,66,14,4.63
488,Taoudenni,ML,2021-01-15 23:50:40,22.6783,-3.9836,54.23,31,99,11.07
489,Bintulu,MY,2021-01-15 23:50:41,3.1667,113.0333,75.2,94,40,1.43
490,Esqueda,MX,2021-01-15 23:50:41,30.7167,-109.5833,64.72,25,0,7.16
491,Bougouni,ML,2021-01-15 23:50:41,11.417,-7.479,69.15,21,2,5.7
492,Bima,ID,2021-01-15 23:50:41,-8.4667,118.7167,79.52,78,100,2.39
493,Khandyga,RU,2021-01-15 23:46:15,62.6667,135.6,-48.23,76,55,0.69
494,Ishnya,RU,2021-01-15 23:50:41,57.1907,39.36,5.0,78,90,4.47
495,Praia Da Vitoria,PT,2021-01-15 23:50:41,38.7333,-27.0667,59.0,88,20,8.97
496,Makakilo City,US,2021-01-15 23:50:41,21.3469,-158.0858,84.2,54,20,14.97
497,Bay Roberts,CA,2021-01-15 23:50:41,47.5999,-53.2648,30.99,91,100,8.99
498,Saint-Augustin,CA,2021-01-15 23:49:15,51.226,-58.6502,22.82,94,0,7.0
499,Nueve De Julio,AR,2021-01-15 23:50:41,-35.4444,-60.8831,77.0,71,71,4.76
500,Muskegon,US,2021-01-15 23:50:41,43.3,-86.1334,34.0,93,90,4.61
501,Atambua,ID,2021-01-15 23:46:03,-9.1061,124.8925,78.37,82,97,0.6
502,Bereda,ES,2021-01-15 23:50:42,43.2686,-7.5406,35.01,100,66,3.0
503,Farmington,US,2021-01-15 23:50:42,36.7281,-108.2187,48.2,18,1,13.8
504,Bayan,CN,2021-01-15 23:50:42,46.0833,127.4,-20.2,86,0,4.76
505,Abensberg,DE,2021-01-15 23:50:42,48.8167,11.85,30.2,80,89,8.05
506,Umm Kaddadah,SD,2021-01-15 23:50:42,13.6017,26.6876,60.24,32,0,13.56
507,Manadhoo,MV,2021-01-15 23:50:42,5.7667,73.3833,80.83,69,58,10.96
508,San Jeronimo,PE,2021-01-15 23:50:42,-11.9472,-75.2829,51.69,69,97,2.84
509,Tiarei,PF,2021-01-15 23:50:42,-17.5333,-149.3333,80.6,74,75,6.91
510,Meadow Lake,US,2021-01-15 23:50:42,34.8014,-106.5436,55.4,12,20,12.66
511,Vilhena,BR,2021-01-15 23:50:43,-12.7406,-60.1458,77.0,88,40,5.75
512,Nzerekore,GN,2021-01-15 23:46:29,7.7562,-8.8179,68.13,34,52,2.84
513,Hirara,JP,2021-01-15 23:50:43,24.8,125.2833,68.0,77,40,14.97
514,Broken Hill,AU,2021-01-15 23:50:44,-31.95,141.4333,59.0,51,73,19.57
515,Arlit,NE,2021-01-15 23:50:44,18.7369,7.3853,70.36,22,26,5.41
516,Vostochnyy,RU,2021-01-15 23:50:44,55.8167,37.8667,8.6,78,0,8.95
517,Kismayo,SO,2021-01-15 23:50:44,-0.3582,42.5454,76.78,85,1,11.9
518,La Rioja,ES,2021-01-15 23:46:18,42.25,-2.5,44.6,70,0,17.27
519,Kuytun,RU,2021-01-15 23:50:44,54.3419,101.5036,3.78,93,100,11.41
520,Lazaro Cardenas,MX,2021-01-15 23:50:44,17.9583,-102.2,78.67,68,29,3.53
521,Visby,SE,2021-01-15 23:50:44,57.6409,18.296,30.2,74,90,14.97
522,Ambulu,ID,2021-01-15 23:50:44,-8.345,113.6058,78.31,83,100,2.04
523,Palivere,EE,2021-01-15 23:50:44,58.9664,23.8911,21.0,89,93,5.99
524,Robertsport,LR,2021-01-15 23:50:45,6.7533,-11.3686,80.28,81,14,9.37
525,Udachnyy,RU,2021-01-15 23:50:45,66.4167,112.4,-44.7,76,97,6.11
526,Serrinha,BR,2021-01-15 23:50:45,-11.6642,-39.0075,72.54,87,100,12.53
527,Ugoofaaru,MV,2021-01-15 23:50:45,5.6667,73.0,81.05,75,89,12.59
528,Totolapan,MX,2021-01-15 23:50:45,18.5167,-96.1833,71.6,68,75,17.27
529,Banning,US,2021-01-15 23:50:45,33.9256,-116.8764,82.0,9,0,1.99
530,Porto Novo,BJ,2021-01-15 23:50:45,6.4965,2.6036,82.4,83,40,11.5
531,Thinadhoo,MV,2021-01-15 23:50:45,0.5333,72.9333,80.82,77,75,13.24
532,Abha,SA,2021-01-15 23:50:41,18.2164,42.5053,50.0,81,0,4.61
533,Verkhnyaya Inta,RU,2021-01-15 23:50:46,65.9811,60.3094,-5.58,91,100,2.71
534,Ouallam,NE,2021-01-15 23:50:46,14.3188,2.0866,69.87,21,4,5.93
535,Zabol,AF,2021-01-15 23:50:46,32.25,67.25,36.1,62,13,4.76
536,Kadom,RU,2021-01-15 23:50:46,54.5592,42.4675,12.06,96,100,11.34
537,Kodiak,US,2021-01-15 23:48:33,57.79,-152.4072,35.6,87,90,3.44
538,Gizo,SB,2021-01-15 23:50:46,-8.103,156.8419,85.35,71,100,10.92
539,Batticaloa,LK,2021-01-15 23:50:46,7.7102,81.6924,77.11,83,86,5.08
540,Toora-Khem,RU,2021-01-15 23:50:46,52.4675,96.11,-12.8,84,100,1.5
541,Camalu,MX,2021-01-15 23:50:46,30.85,-116.0667,74.52,24,0,2.77
542,Rafraf,TN,2021-01-15 23:50:47,37.1904,10.1837,55.4,54,40,23.02
543,Faya,SA,2021-01-15 23:46:24,18.3851,42.4509,50.0,81,0,4.61
544,Nouakchott,MR,2021-01-15 23:47:30,18.0858,-15.9785,69.8,13,0,9.22
545,Sisophon,KH,2021-01-15 23:50:47,13.5859,102.9737,68.49,77,0,1.23
546,Sorong,ID,2021-01-15 23:47:08,-0.8833,131.25,83.82,73,95,5.55
547,Katherine,AU,2021-01-15 23:50:47,-14.4667,132.2667,84.2,70,100,6.91
548,Tabora,TZ,2021-01-15 23:46:07,-5.0167,32.8,61.41,98,37,4.45
549,Muli,MV,2021-01-15 23:50:47,2.9167,73.5667,81.23,68,33,10.25
550,Ishigaki,JP,2021-01-15 23:50:47,24.3448,124.1572,68.0,73,40,17.27
551,Moron,AR,2021-01-15 23:50:47,-34.6534,-58.6198,72.0,94,74,8.14
552,Khawhai,IN,2021-01-15 23:50:47,23.3667,93.1167,36.84,100,2,2.42
553,Burnie,AU,2021-01-15 23:50:47,-41.0667,145.9167,57.99,63,90,11.01
554,Annau,TM,2021-01-15 23:50:48,37.8876,58.516,41.0,60,40,4.61
555,Port Keats,AU,2021-01-15 23:50:48,-14.25,129.55,88.05,69,30,2.44
556,Laguna,US,2021-01-15 23:45:53,38.421,-121.4238,64.99,63,1,6.91
557,Felipe Carrillo Puerto,MX,2021-01-15 23:50:39,19.5833,-88.05,72.99,87,98,3.13
558,Mariana,BR,2021-01-15 23:50:48,-20.3778,-43.4161,67.15,91,40,2.84
559,Mahibadhoo,MV,2021-01-15 23:50:48,3.7833,72.9667,81.1,70,75,10.54
560,Kudahuvadhoo,MV,2021-01-15 23:48:17,2.6708,72.8944,80.92,70,23,10.89
